subject_20, Fold 0, Epoch 1, Train ACC: 0.2321, Val ACC: 0.2321
subject_20, Fold 2, Epoch 7, Train ACC: 1.0000, Val ACC: 0.7857
subject_20, Fold 2, Epoch 8, Train ACC: 1.0000, Val ACC: 0.7857
subject_20, Fold 2, Epoch 9, Train ACC: 1.0000, Val ACC: 0.7857
subject_20, Fold 2, Epoch 10, Train ACC: 1.0000, Val ACC: 0.7857
subject_20, Fold 2, Epoch 11, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Epoch 12, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Epoch 13, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Epoch 14, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Epoch 15, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Epoch 16, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Epoch 17, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Epoch 18, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Epoch 19, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Epoch 20, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Epoch 21, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 2, Best Epoch: 11, Final Val ACC: 0.8036, Final Val F1: 0.8018

subject_20, Fold 3, Epoch 1, Train ACC: 0.2589, Val ACC: 0.3571
subject_20, Fold 3, Epoch 2, Train ACC: 0.4330, Val ACC: 0.4821
subject_20, Fold 3, Epoch 3, Train ACC: 0.5179, Val ACC: 0.5893
subject_20, Fold 3, Epoch 4, Train ACC: 0.5670, Val ACC: 0.5893
subject_20, Fold 3, Epoch 5, Train ACC: 0.6339, Val ACC: 0.5536
subject_20, Fold 3, Epoch 6, Train ACC: 0.6339, Val ACC: 0.5536
subject_20, Fold 3, Epoch 7, Train ACC: 0.6652, Val ACC: 0.6071
subject_20, Fold 3, Epoch 8, Train ACC: 0.7098, Val ACC: 0.6071
subject_20, Fold 3, Epoch 9, Train ACC: 0.7545, Val ACC: 0.5893
subject_20, Fold 3, Epoch 10, Train ACC: 0.6964, Val ACC: 0.6429
subject_20, Fold 3, Epoch 11, Train ACC: 0.7455, Val ACC: 0.6250
subject_20, Fold 3, Epoch 12, Train ACC: 0.7634, Val ACC: 0.6429
subject_20, Fold 3, Epoch 13, Train ACC: 0.7679, Val ACC: 0.6071
subject_20, Fold 3, Epoch 14, Train ACC: 0.8125, Val ACC: 0.6429
subject_20, Fold 3, Epoch 15, Train ACC: 0.7679, Val ACC: 0.6071
subject_20, Fold 3, Epoch 16, Train ACC: 0.7768, Val ACC: 0.6071
subject_20, Fold 3, Epoch 17, Train ACC: 0.8125, Val ACC: 0.6250
subject_20, Fold 3, Epoch 18, Train ACC: 0.7946, Val ACC: 0.6071
subject_20, Fold 3, Epoch 19, Train ACC: 0.8348, Val ACC: 0.6250
subject_20, Fold 3, Epoch 20, Train ACC: 0.8348, Val ACC: 0.6429
subject_20, Fold 3, Best Epoch: 10, Final Val ACC: 0.6429, Final Val F1: 0.6348

subject_20, Fold 3, Epoch 1, Train ACC: 0.6696, Val ACC: 0.6429
subject_20, Fold 3, Epoch 2, Train ACC: 0.8839, Val ACC: 0.7500
subject_20, Fold 3, Epoch 3, Train ACC: 0.9107, Val ACC: 0.6429
subject_20, Fold 3, Epoch 4, Train ACC: 0.9955, Val ACC: 0.7679
subject_20, Fold 3, Epoch 5, Train ACC: 1.0000, Val ACC: 0.8036
subject_20, Fold 3, Epoch 6, Train ACC: 1.0000, Val ACC: 0.8214
subject_20, Fold 3, Epoch 7, Train ACC: 1.0000, Val ACC: 0.8214
subject_20, Fold 3, Epoch 8, Train ACC: 1.0000, Val ACC: 0.8214
subject_20, Fold 3, Epoch 9, Train ACC: 1.0000, Val ACC: 0.8393
subject_20, Fold 3, Epoch 10, Train ACC: 1.0000, Val ACC: 0.8214
subject_20, Fold 3, Epoch 11, Train ACC: 1.0000, Val ACC: 0.8393
subject_20, Fold 3, Epoch 12, Train ACC: 1.0000, Val ACC: 0.8214
subject_20, Fold 3, Epoch 13, Train ACC: 1.0000, Val ACC: 0.8393
subject_20, Fold 3, Epoch 14, Train ACC: 1.0000, Val ACC: 0.8214
subject_20, Fold 3, Epoch 15, Train ACC: 1.0000, Val ACC: 0.8571
subject_20, Fold 3, Epoch 16, Train ACC: 1.0000, Val ACC: 0.8393
subject_20, Fold 3, Epoch 17, Train ACC: 1.0000, Val ACC: 0.8571
subject_20, Fold 3, Epoch 18, Train ACC: 1.0000, Val ACC: 0.8571
subject_20, Fold 3, Epoch 19, Train ACC: 1.0000, Val ACC: 0.8393
subject_20, Fold 3, Epoch 20, Train ACC: 1.0000, Val ACC: 0.8571
subject_20, Fold 3, Epoch 21, Train ACC: 1.0000, Val ACC: 0.8571
subject_20, Fold 3, Epoch 22, Train ACC: 1.0000, Val ACC: 0.8571
subject_20, Fold 3, Epoch 23, Train ACC: 1.0000, Val ACC: 0.8571
subject_20, Fold 3, Epoch 24, Train ACC: 1.0000, Val ACC: 0.8571
subject_20, Fold 3, Epoch 25, Train ACC: 1.0000, Val ACC: 0.8571
subject_20, Fold 3, Best Epoch: 15, Final Val ACC: 0.8571, Final Val F1: 0.8560

subject_20, Fold 4, Epoch 1, Train ACC: 0.2188, Val ACC: 0.3036
subject_20, Fold 4, Epoch 2, Train ACC: 0.4330, Val ACC: 0.3214
subject_20, Fold 4, Epoch 3, Train ACC: 0.5045, Val ACC: 0.4286
subject_20, Fold 4, Epoch 4, Train ACC: 0.5759, Val ACC: 0.4821
subject_20, Fold 4, Epoch 5, Train ACC: 0.6205, Val ACC: 0.4107
subject_20, Fold 4, Epoch 6, Train ACC: 0.6116, Val ACC: 0.4286
subject_20, Fold 4, Epoch 7, Train ACC: 0.6696, Val ACC: 0.4821
subject_20, Fold 4, Epoch 8, Train ACC: 0.7009, Val ACC: 0.5179
subject_20, Fold 4, Epoch 9, Train ACC: 0.6786, Val ACC: 0.5179
subject_20, Fold 4, Epoch 10, Train ACC: 0.7277, Val ACC: 0.4821
subject_20, Fold 4, Epoch 11, Train ACC: 0.7589, Val ACC: 0.5714
subject_20, Fold 4, Epoch 12, Train ACC: 0.7366, Val ACC: 0.5357
subject_20, Fold 4, Epoch 13, Train ACC: 0.7812, Val ACC: 0.5000
subject_20, Fold 4, Epoch 14, Train ACC: 0.7902, Val ACC: 0.5000
subject_20, Fold 4, Epoch 15, Train ACC: 0.7768, Val ACC: 0.5536
subject_20, Fold 4, Epoch 16, Train ACC: 0.8259, Val ACC: 0.5536
subject_20, Fold 4, Epoch 17, Train ACC: 0.8438, Val ACC: 0.5714
subject_20, Fold 4, Epoch 18, Train ACC: 0.8438, Val ACC: 0.5714
subject_20, Fold 4, Epoch 19, Train ACC: 0.8661, Val ACC: 0.4643
subject_20, Fold 4, Epoch 20, Train ACC: 0.8170, Val ACC: 0.5357
subject_20, Fold 4, Epoch 21, Train ACC: 0.8527, Val ACC: 0.5357
subject_20, Fold 4, Best Epoch: 11, Final Val ACC: 0.5714, Final Val F1: 0.5643

subject_20, Fold 4, Epoch 1, Train ACC: 0.7143, Val ACC: 0.5893
subject_20, Fold 4, Epoch 2, Train ACC: 0.8839, Val ACC: 0.5536
subject_20, Fold 4, Epoch 3, Train ACC: 0.9777, Val ACC: 0.6250
subject_20, Fold 4, Epoch 4, Train ACC: 1.0000, Val ACC: 0.6250
subject_20, Fold 4, Epoch 5, Train ACC: 1.0000, Val ACC: 0.6786
subject_20, Fold 4, Epoch 6, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Epoch 7, Train ACC: 1.0000, Val ACC: 0.6964
subject_20, Fold 4, Epoch 8, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Epoch 9, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Epoch 10, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Epoch 11, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Epoch 12, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Epoch 13, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Epoch 14, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Epoch 15, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Epoch 16, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Epoch 17, Train ACC: 1.0000, Val ACC: 0.6607
subject_20, Fold 4, Best Epoch: 7, Final Val ACC: 0.6964, Final Val F1: 0.6860

====================
Subject 20 CV Results:
Median Epochs 1: 10.00
Median Epochs 2: 11.00
Mean ACC: 0.7571, Mean F1: 0.7506
====================

